Query ID,Tree,Tax Rank,Phylum,Class,Order,Family,Subfamily,Tribe,Genus,Species,Confidence,Supporting Recs
ASV674, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,94
ASV539, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,93
ASV626, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,93
ASV687, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,93
ASV689, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,93
ASV693, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,93
ASV705, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,93
ASV649, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,92
ASV735, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,91
ASV597, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,89
ASV6, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,89
ASV630, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,89
ASV764, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,81
ASV662, Tree,GENUS,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculoideae,,Clematis,,100.0,61
ASV639, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,54
ASV583, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Fragaria,,100.0,43
ASV714, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,40
ASV634, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,36
ASV697, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Fragaria,,100.0,36
ASV757, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Fragaria,,100.0,36
ASV785, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,35
ASV716, Tree,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,,100.0,3
ASV742, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Fragaria,,100.0,3
ASV773, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Aremonia,,100.0,1
ASV544, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.94,93
ASV778, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,99.92,84
ASV551, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.91,93
ASV543, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.89,93
ASV739, Tree,GENUS,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercoideae,,Quercus,,99.88,72
ASV574, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.83,90
ASV670, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.74,94
ASV767, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.67,95
ASV736, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.63,44
ASV609, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.62,92
ASV753, Tree,FAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,,,99.61,23
ASV679, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.59,96
ASV65, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.58,98
ASV596, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.57,93
ASV713, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.52,92
ASV547, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rosa,,99.47,97
ASV734, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.46,35
ASV627, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.34,98
ASV671, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,99.3,95
ASV60, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,99.24,95
ASV756, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.22,86
ASV677, Tree,SUBFAMILY,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalidoideae,,,,98.89,50
ASV538, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,98.72,94
ASV7, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,98.7,86
ASV73, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,98.66,87
ASV71, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,98.54,79
ASV647, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,98.48,69
ASV766, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,,Prunus,,98.28,83
ASV720, Tree,GENUS,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,,Omphalodes,,98.12,6
ASV788, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,,Sorbus,,96.65,66
ASV643, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,,Sorbus,,96.58,52
ASV625, Tree,SPECIES,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,,,Mercurialis,Mercurialis perennis,95.89,9
ASV765, Tree,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,,94.64,51
ASV624, Tree,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,,92.85,55
ASV664, Tree,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,,,,91.75,16
ASV786, Tree,GENUS,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,,,Fraxinus,,91.14,50
ASV702, Tree,SPECIES,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,,,Fraxinus,Fraxinus excelsior,91.03,24
ASV644, Tree,SUBFAMILY,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanuloideae,,,,86.15,8
ASV732, Tree,GENUS,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculoideae,,Aconitum,,86.04,26
ASV690, Tree,SUBFAMILY,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculoideae,,,,85.51,25
ASV755, Tree,ORDER,Tracheophyta,Magnoliopsida,Saxifragales,,,,,,83.49,58
ASV743, Tree,GENUS,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamioideae,,Lamium,,83.29,10
ASV781, Tree,FAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,,,82.0,41
ASV595, Tree,SUBFAMILY,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculoideae,,,,81.26,23
ASV54, Tree,,,,,,,,,,,0
ASV540, Tree,,,,,,,,,,,0
ASV541, Tree,,,,,,,,,,,0
ASV542, Tree,,,,,,,,,,,0
ASV55, Tree,,,,,,,,,,,0
ASV56, Tree,,,,,,,,,,,0
ASV560, Tree,,,,,,,,,,,0
ASV561, Tree,,,,,,,,,,,0
ASV57, Tree,,,,,,,,,,,0
ASV58, Tree,,,,,,,,,,,0
ASV582, Tree,,,,,,,,,,,0
ASV601, Tree,,,,,,,,,,,0
ASV67, Tree,,,,,,,,,,,0
ASV675, Tree,,,,,,,,,,,0
ASV70, Tree,,,,,,,,,,,0
ASV725, Tree,,,,,,,,,,,0
ASV726, Tree,,,,,,,,,,,0
ASV727, Tree,,,,,,,,,,,0
ASV74, Tree,,,,,,,,,,,0
ASV741, Tree,,,,,,,,,,,0
ASV762, Tree,,,,,,,,,,,0
ASV77, Tree,,,,,,,,,,,0
ASV78, Tree,,,,,,,,,,,0
ASV780, Tree,,,,,,,,,,,0
ASV782, Tree,,,,,,,,,,,0
ASV784, Tree,,,,,,,,,,,0
ASV790, Tree,,,,,,,,,,,0
ASV836, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,100
ASV867, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,100
ASV938, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,100
ASV969, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,100
ASV990, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,100
ASV846, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,99
ASV845, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,97
ASV908, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,97
ASV874, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,95
ASV801, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,94
ASV881, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,94
ASV89, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,94
ASV976, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,94
ASV796, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,93
ASV802, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,93
ASV859, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,93
ASV810, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,91
ASV914, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,91
ASV840, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,90
ASV8, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,89
ASV897, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,100.0,87
ASV842, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,82
ASV921, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,73
ASV876, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,56
ASV915, Tree,FAMILY,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,,,,,100.0,35
ASV973, Tree,FAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,,,100.0,22
ASV943, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Fragaria,,100.0,16
ASV962, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,100.0,7
ASV886, Tree,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,,100.0,4
ASV903, Tree,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,,100.0,3
ASV955, Tree,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,,100.0,3
ASV99, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.66,95
ASV919, Tree,GENUS,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculoideae,,Clematis,,99.41,62
ASV880, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.4,94
ASV975, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,99.3,95
ASV83, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,99.29,97
ASV820, Tree,GENUS,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercoideae,,Quercus,,99.24,76
ASV961, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,99.22,95
ASV923, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,99.17,94
ASV93, Tree,GENUS,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Violoideae,,Viola,,99.11,94
ASV88, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,Rubus,,98.54,78
ASV922, Tree,GENUS,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Coryloideae,,Corylus,,98.3,57
ASV981, Tree,GENUS,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercoideae,,Quercus,,98.25,88
ASV905, Tree,GENUS,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,,Omphalodes,,98.25,6
ASV856, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,,Crataegus,,98.12,21
ASV879, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,,Sorbus,,97.46,44
ASV871, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,,Prunus,,96.81,78
ASV995, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,96.75,89
ASV993, Tree,GENUS,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Violoideae,,Viola,,96.53,68
ASV902, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,,Sorbus,,96.31,72
ASV813, Tree,ORDER,Tracheophyta,Magnoliopsida,Lamiales,,,,,,91.78,43
ASV942, Tree,FAMILY,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,,,,91.36,47
ASV935, Tree,CLASS,Tracheophyta,Magnoliopsida,,,,,,,91.19,74
ASV909, Tree,GENUS,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,,,Hedera,,90.71,9
ASV865, Tree,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,,89.38,62
ASV951, Tree,ORDER,Tracheophyta,Magnoliopsida,Asterales,,,,,,87.9,85
ASV795, Tree,SUBFAMILY,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Apioideae,,,,87.66,20
ASV862, Tree,FAMILY,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,,,,86.97,74
ASV873, Tree,GENUS,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,,,Hedera,,86.68,5
ASV966, Tree,GENUS,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,,Pulmonaria,,85.71,31
ASV972, Tree,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,,84.15,48
ASV977, Tree,GENUS,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,,,Ulmus,,82.13,50
ASV999, Tree,FAMILY,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,,,80.49,81
ASV806, Tree,FAMILY,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,,,,72.74,53
ASV854, Tree,FAMILY,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,,,,,70.18,61
ASV792, Tree,,,,,,,,,,,0
ASV793, Tree,,,,,,,,,,,0
ASV81, Tree,,,,,,,,,,,0
ASV816, Tree,,,,,,,,,,,0
ASV817, Tree,,,,,,,,,,,0
ASV818, Tree,,,,,,,,,,,0
ASV84, Tree,,,,,,,,,,,0
ASV843, Tree,,,,,,,,,,,0
ASV844, Tree,,,,,,,,,,,0
ASV85, Tree,,,,,,,,,,,0
ASV855, Tree,,,,,,,,,,,0
ASV87, Tree,,,,,,,,,,,0
ASV90, Tree,,,,,,,,,,,0
ASV91, Tree,,,,,,,,,,,0
ASV925, Tree,,,,,,,,,,,0
ASV94, Tree,,,,,,,,,,,0
ASV95, Tree,,,,,,,,,,,0
ASV968, Tree,,,,,,,,,,,0
ASV97, Tree,,,,,,,,,,,0
ASV971, Tree,,,,,,,,,,,0
