OTU_ID	LME1636	LME1637	LME1656	LME1663	LME1668	LME1670	LME1679	LME1689	LME1692	LME1695	LME1698	LME1701	LME1702	LME1705	LME1708	LME1714	Centroid_ASV	Tax_Rank	Phylum	Class	Order	Family	Subfamily	Genus	Species	Confidence	Supporting_Recs	Best_ID_percent	Number_of_BOLD_hits	Top_hit_families	Top_hit_genera	Top_hit_species	Ambiguous_family	Ambiguous_genus	Ambiguous_species	Assignment_status
OTU_68	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	4	ASV781	FAMILY	Tracheophyta	Magnoliopsida	Rosales	Rosaceae				82.0	41	94.00	100	Geraniaceae;Rosaceae;Urticaceae	Alchemilla;Aphanes;Drymocallis;Erodium;Filipendula;Geranium;Geum;Parietaria;Potentilla;Rosa;Rubus;Sibbaldia	Alchemilla alpina;Alchemilla conjuncta;Alchemilla filicaulis;Alchemilla glabra;Alchemilla glaucescens;Alchemilla glomerulans;Alchemilla micans;Alchemilla sciura;Alchemilla subcrenata;Alchemilla subglobosa;Alchemilla vulgaris;Alchemilla wichurae;Alchemilla xanthochlora;Aphanes arvensis;Aphanes australis;Drymocallis rupestris;Erodium maritimum;Filipendula ulmaria;Filipendula vulgaris;Geranium rotundifolium;Geum urbanum;Parietaria debilis;Potentilla anserina;Potentilla argentea;Potentilla indica;Potentilla pensylvanica;Rosa arvensis;Rosa canina;Rosa micrantha;Rosa obtusifolia;Rosa sherardii;Rosa spinosissima;Rosa tomentosa;Rubus arcticus;Rubus caesius;Rubus cochinchinensis;Rubus fruticosus agg.;Rubus idaeus;Rubus reflexus var. lanceolobus;Rubus saxatilis;Rubus sumatranus;Rubus urticifolius;Sibbaldia procumbens	YES	YES	YES	Assigned
OTU_69	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	ASV782	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	ASV784	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_71	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	ASV795	SUBFAMILY	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Apioideae			87.66	20	99.39	100	Apiaceae	Aegopodium	Aegopodium podagraria	NO	NO	NO	Assigned
OTU_72	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	ASV796	CLASS	Tracheophyta	Magnoliopsida						100.0	93	97.89	100	Vitaceae	Causonis	Causonis mollis	NO	NO	NO	Assigned
OTU_73	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	ASV801	CLASS	Tracheophyta	Magnoliopsida						100.0	94	98.48	100	Ranunculaceae	Eranthis	Eranthis hyemalis	NO	NO	NO	Assigned
OTU_74	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	ASV806	FAMILY	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae				72.74	53	100.00	100	Boraginaceae	Lappula	Lappula balchaschensis	NO	NO	NO	Low-confidence
OTU_75	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	ASV810	CLASS	Tracheophyta	Magnoliopsida						100.0	91	99.10	100	Celastraceae	Euonymus	Euonymus latifolius	NO	NO	NO	Assigned
OTU_76	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	ASV813	ORDER	Tracheophyta	Magnoliopsida	Lamiales					91.78	43	91.11	100	Plantaginaceae	Gratiola	Gratiola aurea;Gratiola japonica	NO	NO	YES	Assigned
OTU_77	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV818	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_78	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	ASV836	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		100.0	100	98.93	100	Rosaceae	Rubus	Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris	NO	NO	YES	Assigned
OTU_79	4	0	7	0	0	0	0	0	0	2	6	0	8	0	0	0	ASV840	CLASS	Tracheophyta	Magnoliopsida						100.0	90	99.54	100	Ulmaceae	Ulmus	Ulmus glabra;Ulmus procera	NO	NO	YES	Assigned
OTU_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	ASV844	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_81	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV855	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_82	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV856	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Amygdaloideae	Crataegus		98.12	21	99.77	100	Rosaceae	Crataegus	Crataegus laevigata	NO	NO	NO	Assigned
OTU_83	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	ASV862	FAMILY	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae				86.97	74	100.00	100	Boraginaceae	Cynoglossum;Lappula	Cynoglossum officinale;Lappula balchaschensis	NO	YES	YES	Assigned
OTU_84	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	ASV865	SUBFAMILY	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae			89.38	62	100.00	100	Orobanchaceae;Rosaceae	Castilleja;Potentilla;Rosa;Rubus	Castilleja unalaschcensis;Potentilla sterilis;Rosa spinosissima;Rubus coreanus;Rubus ichangensis;Rubus idaeus;Rubus lambertianus;Rubus saxatilis;Rubus shihae	YES	YES	YES	Assigned
OTU_85	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	ASV867	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		100.0	100	100.00	100	Rosaceae	Rubus	Rubus aciodonthus;Rubus adulans;Rubus amisiensis;Rubus aphidifer;Rubus arrheniiformis;Rubus bertramii;Rubus bovinus;Rubus braeuckeriformis;Rubus caesius;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus dasyphyllus;Rubus dejonghii;Rubus divaricatus;Rubus eglandulosus;Rubus eifeliensis;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foliosus;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus griesiae;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus horrefactus;Rubus hypomalacus;Rubus incisior;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus leucandrus;Rubus lindebergii;Rubus lobatidens;Rubus magnisepalus;Rubus montanus;Rubus muenteri;Rubus mus;Rubus nemoralis;Rubus nemoripatens;Rubus nitidiformis;Rubus opacus;Rubus oreades;Rubus phoenicolasius;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus scidularum;Rubus sciocharis;Rubus senticosus;Rubus spiculus;Rubus tubanticus;Rubus ubericus;Rubus vulgaris	NO	NO	YES	Assigned
OTU_86	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	ASV871	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Amygdaloideae	Prunus		96.81	78	99.77	100	Rosaceae	Prunus	Prunus avium;Prunus emarginata	NO	NO	YES	Assigned
OTU_87	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	ASV874	CLASS	Tracheophyta	Magnoliopsida						100.0	95	100.00	100	Ranunculaceae	Helleborus	Helleborus niger	NO	NO	NO	Assigned
OTU_88	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV881	CLASS	Tracheophyta	Magnoliopsida						100.0	94	98.51	100	Boraginaceae	Omphalodes	Omphalodes verna	NO	NO	NO	Assigned
OTU_89	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	ASV905	GENUS	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae		Omphalodes		98.25	6	99.34	100	Boraginaceae	Omphalodes	Omphalodes verna	NO	NO	NO	Assigned
OTU_90	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	ASV908	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		100.0	97	100.00	100	Rosaceae	Rubus	Rubus cochinchinensis;Rubus idaeus	NO	NO	YES	Assigned
OTU_91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	ASV922	GENUS	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Coryloideae	Corylus		98.3	57	99.58	100	Betulaceae	Corylus	Corylus heterophylla var. sutchuenensis	NO	NO	NO	Assigned
OTU_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	ASV923	CLASS	Tracheophyta	Magnoliopsida						99.17	94	99.23	100	Viburnaceae	Adoxa	Adoxa moschatellina	NO	NO	NO	Assigned
OTU_93	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV935	CLASS	Tracheophyta	Magnoliopsida						91.19	74	99.68	100	Rosaceae	Crataegus	Crataegus laevigata;Crataegus monogyna	NO	NO	YES	Assigned
OTU_94	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	ASV938	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		100.0	100	100.00	100	Rosaceae	Rubus	Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades	NO	NO	YES	Assigned
OTU_95	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	ASV942	FAMILY	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae				91.36	47	99.21	100	Boraginaceae	Amsinckia;Cryptantha;Cynoglossum;Myosotis	Amsinckia menziesii;Cryptantha parviflora;Cynoglossum germanicum;Myosotis secunda	NO	YES	YES	Assigned
OTU_96	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	ASV951	ORDER	Tracheophyta	Magnoliopsida	Asterales					87.9	85	97.26	100	Boraginaceae;Cucurbitaceae	Paracaryum;Thladiantha	Paracaryum rugulosum;Thladiantha cordifolia	YES	YES	YES	Assigned
OTU_97	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	ASV955	SUBFAMILY	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae			100.0	3	96.16	100	Rosaceae	Fragaria	Fragaria vesca	NO	NO	NO	Assigned
OTU_98	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	ASV966	GENUS	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae		Pulmonaria		85.71	31	99.75	100	Boraginaceae	Pulmonaria	Pulmonaria obscura	NO	NO	NO	Assigned
OTU_99	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	ASV968	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_100	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	ASV969	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		100.0	100	99.42	100	Rosaceae	Rubus	Rubus sp. Glandulosi MS-2014b	NO	NO	NO	Assigned
OTU_101	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	ASV971	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	ASV973	FAMILY	Tracheophyta	Magnoliopsida	Rosales	Rosaceae				100.0	22	97.69	100	Rosaceae	Sorbus	Sorbus scopulina	NO	NO	NO	Assigned
OTU_103	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	ASV1014	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		100.0	6	97.24	100	Rosaceae	Rubus	Rubus acuminatus;Rubus stimulans;Rubus subornatus	NO	NO	YES	Assigned
OTU_104	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	ASV1026	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ASV1028	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		90.32	85	100.00	100	Betulaceae	Corylus	Corylus avellana;Corylus cornuta	NO	NO	YES	Assigned
OTU_106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	ASV1029	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	ASV1032	SUBFAMILY	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Apioideae			100.0	5	98.86	100	Apiaceae	Meum	Meum athamanticum	NO	NO	NO	Assigned
OTU_108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	ASV1035	CLASS	Tracheophyta	Magnoliopsida						99.31	95	100.00	100	Asteraceae;Rosaceae;Sapindaceae	Acer;Dittrichia;Rubus	Acer pseudoplatanus;Dittrichia viscosa;Rubus aff. adenotrichos PGGS-2007;Rubus allegheniensis;Rubus arcticus;Rubus caesius;Rubus canadensis;Rubus chroosepalus;Rubus ellipticus;Rubus hispidus;Rubus pensilvanicus;Rubus pentagonus;Rubus pinnatisepalus;Rubus reflexus;Rubus ursinus	YES	YES	YES	Assigned
OTU_109	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV990	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		100.0	100	100.00	100	Rosaceae	Rubus	Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus fruticosus agg.;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris	NO	NO	YES	Assigned
OTU_110	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	ASV993	GENUS	Tracheophyta	Magnoliopsida	Malpighiales	Violaceae	Violoideae	Viola		96.53	68	99.19	100	Juncaceae	Juncus	Juncus brevicaudatus	NO	NO	NO	Assigned
OTU_111	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	ASV999	FAMILY	Tracheophyta	Magnoliopsida	Asterales	Asteraceae				80.49	81	100.00	100	Asteraceae	Carlina;Cirsium;Saussurea	Carlina vulgaris;Cirsium acaule;Cirsium oleraceum;Saussurea alpina;Saussurea angustifolia	NO	YES	YES	Assigned
OTU_112	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV1041	SUBFAMILY	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Asteroideae			75.57	22	97.26	100	Cucurbitaceae	Thladiantha	Thladiantha cordifolia	NO	NO	NO	Low-confidence
OTU_113	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV1053	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		100.0	100	99.75	100	Rosaceae	Rubus	Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris	NO	NO	YES	Assigned
OTU_114	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	ASV1057	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		100.0	35	99.40	100	Rosaceae	Rubus	Rubus laciniatus;Rubus vestitus	NO	NO	YES	Assigned
OTU_115	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	ASV1058	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		100.0	26	98.77	100	Rosaceae	Rubus	Rubus urticifolius	NO	NO	NO	Assigned
OTU_116	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	ASV1066	FAMILY	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae				78.97	65	100.00	100	Boraginaceae;Orobanchaceae	Castilleja;Eritrichium;Hackelia;Lycopsis;Mertensia;Myosotis;Pentaglottis	Castilleja yukonis;Eritrichium splendens;Hackelia micrantha;Lycopsis arvensis;Mertensia longiflora;Mertensia maritima;Mertensia paniculata;Myosotis alpestris;Myosotis arvensis;Myosotis laxa;Myosotis ramosissima;Myosotis scorpioides;Myosotis stolonifera;Myosotis sylvatica;Pentaglottis sempervirens	YES	YES	YES	Low-confidence
OTU_117	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	ASV1068	ORDER	Tracheophyta	Magnoliopsida	Rosales					74.14	74	97.86	100	Boraginaceae	Symphytum	Symphytum tuberosum	NO	NO	NO	Low-confidence
OTU_118	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	ASV1072	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		99.29	93	99.59	100	Rosaceae	Rubus	Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades	NO	NO	YES	Assigned
OTU_119	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	ASV1086	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		99.06	69	99.70	100	Rosaceae	Rubus	Rubus cochinchinensis;Rubus idaeus;Rubus saxatilis	NO	NO	YES	Assigned
OTU_120	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	ASV1087	SUBFAMILY	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassicoideae			100.0	85	99.67	100	Brassicaceae	Cardamine	Cardamine microphylla	NO	NO	NO	Assigned
OTU_121	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	ASV1089	CLASS	Tracheophyta	Magnoliopsida						100.0	94	100.00	100	Orobanchaceae	Lathraea	Lathraea squamaria	NO	NO	NO	Assigned
OTU_122	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	ASV1090	GENUS	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Coryloideae	Corylus		100.0	8	98.00	100				NO	NO	NO	Assigned
OTU_123	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	ASV1104	CLASS	Tracheophyta	Magnoliopsida						100.0	95	99.43	100	Rosaceae	Rubus	Rubus fruticosus agg.	NO	NO	NO	Assigned
OTU_124	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	ASV1116	SUBFAMILY	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Cynoglossoideae			85.68	14	99.21	100	Boraginaceae	Amsinckia;Cryptantha;Myosotis	Amsinckia menziesii;Cryptantha parviflora;Myosotis secunda	NO	YES	YES	Assigned
OTU_125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	ASV1123	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		100.0	100	99.02	100	Rosaceae	Rubus	Rubus aciodonthus;Rubus adulans;Rubus allegheniensis;Rubus arrheniiformis;Rubus bertramii;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus canadensis;Rubus caninitergi;Rubus cochinchinensis;Rubus dasyphyllus;Rubus dejonghii;Rubus divaricatus;Rubus edeesii;Rubus eglandulosus;Rubus eifeliensis;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foliosus;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus leucandrus;Rubus lindebergii;Rubus muenteri;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus oreades;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus sciocharis;Rubus scissoides;Rubus senticosus;Rubus tubanticus;Rubus vulgaris	NO	NO	YES	Assigned
OTU_126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	ASV1125	CLASS	Tracheophyta	Magnoliopsida						99.21	94	99.23	100	Viburnaceae	Adoxa	Adoxa moschatellina	NO	NO	NO	Assigned
OTU_127	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV1137	GENUS	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae	Rubus		100.0	100	100.00	100	Rosaceae	Rubus	Rubus aciodonthus;Rubus adspersus;Rubus amisiensis;Rubus arrheniiformis;Rubus bovinus;Rubus braeuckeriformis;Rubus campaniensis;Rubus canescens;Rubus chloocladus;Rubus cochinchinensis;Rubus dasyphyllus;Rubus deweveri;Rubus divaricatus;Rubus eglandulosus;Rubus eifeliensis;Rubus elegantispinosus;Rubus favillatus;Rubus flagellaris;Rubus frederici;Rubus fruticosus agg.;Rubus genevieri;Rubus gloriosus;Rubus hispidus;Rubus insectifolius;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus leucandrus;Rubus longior;Rubus montanus;Rubus mucronipetalus;Rubus neanias;Rubus nelliae;Rubus nemoripatens;Rubus nitidiformis;Rubus opacus;Rubus paludosus;Rubus passionis;Rubus planus;Rubus plicatus;Rubus poliothyrsus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus sciocharis;Rubus sp. Glandulosi MS-2014b;Rubus sp. MS-2014a;Rubus sp. MS-2014i;Rubus sp. MS-2014k;Rubus spina-curva;Rubus splendidus;Rubus sprengelii;Rubus stereacanthos;Rubus tubanticus;Rubus ulmifolius;Rubus ursinus;Rubus urticifolius;Rubus vulgaris;Rubus winteri	NO	NO	YES	Assigned
OTU_128	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV1146	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_129	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	ASV1154	SUBFAMILY	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae			95.07	73	100.00	100	Orobanchaceae;Rosaceae	Castilleja;Rubus	Castilleja unalaschcensis;Rubus coreanus;Rubus fruticosus agg.;Rubus ichangensis;Rubus idaeus;Rubus lambertianus;Rubus parviflorus;Rubus pubescens;Rubus pungens var. indefensus;Rubus saxatilis;Rubus sumatranus	YES	YES	YES	Assigned
OTU_130	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	ASV1160	CLASS	Tracheophyta	Magnoliopsida						100.0	73	99.31	100	Oxalidaceae	Oxalis	Oxalis acetosella	NO	NO	NO	Assigned
OTU_131	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	ASV1178	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_132	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	ASV1206	SUBFAMILY	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Coryloideae			79.71	60	100.00	100	Betulaceae	Corylus	Corylus heterophylla;Corylus sieboldiana	NO	NO	YES	Low-confidence
OTU_133	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	ASV1215	SUBFAMILY	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosoideae			88.82	80	100.00	100	Apiaceae	Aegopodium	Aegopodium podagraria	NO	NO	NO	Assigned
OTU_134	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	ASV1233	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_135	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	ASV1234	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_136	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	ASV1235	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_137	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	ASV1237	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_138	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	ASV1238	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_139	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	ASV1240	Unassigned									0		0				NO	NO	NO	Unassigned
OTU_140	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	ASV1241	Unassigned									0		0				NO	NO	NO	Unassigned
