ASV_ID,Kingdom,Kingdom_confidence,Phylum,Phylum_confidence,Class,Class_confidence,Order,Order_confidence,Family,Family_confidence,Genus,Genus_confidence,Species,Species_confidence,Strand,Deepest_rank,Deepest_taxon,Accepted_taxonomy
ASV945,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV946,Fungi,1.00,Ascomycota,0.92,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV948,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV949,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,1.00,Rhytismatales,1.00,Rhytismataceae,1.00,Lophodermium,1.00,Lophodermium_piceae,1.00,+,Species,Lophodermium_piceae,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Rhytismatales,f:Rhytismataceae,g:Lophodermium,s:Lophodermium_piceae"
ASV951,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV950,Fungi,1.00,Basidiomycota,0.98,Microbotryomycetes,0.93,,,,,,,,,+,Class,Microbotryomycetes,"k:Fungi,p:Basidiomycota,c:Microbotryomycetes"
ASV96,Fungi,1.00,Ascomycota,0.99,Sordariomycetes,0.96,Hypocreales,0.93,,,,,,,+,Order,Hypocreales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales"
ASV943,Fungi,1.00,Ascomycota,0.99,Taphrinomycetes,0.95,Taphrinales,0.95,Taphrinaceae,0.95,Taphrina,0.92,,,+,Genus,Taphrina,"k:Fungi,p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Taphrinaceae,g:Taphrina"
ASV97,Fungi,1.00,Ascomycota,0.89,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV947,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Agaricaceae,1.00,Lycoperdon,1.00,,,+,Genus,Lycoperdon,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Lycoperdon"
ASV98,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,Trichosporonales,0.97,Trichosporonaceae,0.97,,,,,+,Family,Trichosporonaceae,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae"
ASV99,Fungi,1.00,Ascomycota,0.90,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
